Name,Index,Offset,IoType,Unit,Item,Action,Device,DataType,ContactPoint,IsSubscription,Default,Min,Max,Timeout,AlarmCode,ExeCmd,ActuatorId,Options,SimCmd,Desc
yOutRobotSPEED_OVERRIDE_INPUT_5,1,0,1,OutRobot,,SPEED_OVERRIDE_INPUT_5,OutRobot,0,0,0,0,0,1,0,0,0x97,0,,,
yOutRobotSPEED_OVERRIDE_INPUT_6,1,0,1,OutRobot,,SPEED_OVERRIDE_INPUT_6,OutRobot,0,0,0,0,0,1,0,0,0x98,0,,,
yOutRobotSPEED_OVERRIDE_INPUT_7,1,0,1,OutRobot,,SPEED_OVERRIDE_INPUT_7,OutRobot,0,0,0,0,0,1,0,0,0x99,0,,,
yOutRobotSPEED_OVERRIDE_INPUT_8,1,0,1,OutRobot,,SPEED_OVERRIDE_INPUT_8,OutRobot,0,0,0,0,0,1,0,0,0x9A,0,,,
yOutRobotAUTO_RETRY_REQUEST,1,0,1,OutRobot,,AUTO_RETRY_REQUEST,OutRobot,0,0,0,0,0,1,0,0,0x9B,0,,,
yOutRobotMANUAL_MODE_SELECT,1,0,1,OutRobot,,MANUAL_MODE_SELECT,OutRobot,0,0,0,0,0,1,0,0,0x9C,0,,,
yOutRobotMANUAL_MOVE_GO,1,0,1,OutRobot,,MANUAL_MOVE_GO,OutRobot,0,0,0,0,0,1,0,0,0x9D,0,,,
yOutRobotSPARE_Y031,1,0,1,OutRobot,,SPARE_Y031,OutRobot,0,0,0,0,0,1,0,0,0x9E,0,,,
yOutRobotSPARE_Y032,1,0,1,OutRobot,,SPARE_Y032,OutRobot,0,0,0,0,0,1,0,0,0x9F,0,,,
yOutRobotTOOL_1_VACUUM_ON_DO,1,0,1,OutRobot,,TOOL_1_VACUUM_ON_DO,OutRobot,0,0,0,0,0,1,0,0,0xA0,0,,,
yOutRobotTOOL_1_VACUUM_OFF_DO,1,0,1,OutRobot,,TOOL_1_VACUUM_OFF_DO,OutRobot,0,0,0,0,0,1,0,0,0xA1,0,,,
yOutRobotTOOL_1_CYLINDER_UP_DO,1,0,1,OutRobot,,TOOL_1_CYLINDER_UP_DO,OutRobot,0,0,0,0,0,1,0,0,0xA2,0,,,
yOutRobotTOOL_1_CYLINDER_DOWN_DO,1,0,1,OutRobot,,TOOL_1_CYLINDER_DOWN_DO,OutRobot,0,0,0,0,0,1,0,0,0xA3,0,,,
yOutRobotTOOL_2_VACUUM_ON_DO,1,0,1,OutRobot,,TOOL_2_VACUUM_ON_DO,OutRobot,0,0,0,0,0,1,0,0,0xA4,0,,,
yOutRobotTOOL_2_VACUUM_OFF_DO,1,0,1,OutRobot,,TOOL_2_VACUUM_OFF_DO,OutRobot,0,0,0,0,0,1,0,0,0xA5,0,,,
yOutRobotTOOL_2_CYLINDER_UP_DO,1,0,1,OutRobot,,TOOL_2_CYLINDER_UP_DO,OutRobot,0,0,0,0,0,1,0,0,0xA6,0,,,
yOutRobotTOOL_2_CYLINDER_DOWN_DO,1,0,1,OutRobot,,TOOL_2_CYLINDER_DOWN_DO,OutRobot,0,0,0,0,0,1,0,0,0xA7,0,,,
yOutRobotGET_SELECT,1,0,1,OutRobot,,GET_SELECT,OutRobot,0,0,0,0,0,1,0,0,0xA8,0,,,
yOutRobotPUT_SELECT,1,0,1,OutRobot,,PUT_SELECT,OutRobot,0,0,0,0,0,1,0,0,0xA9,0,,,
yOutRobotTOOL1_SELECT,1,0,1,OutRobot,,TOOL1_SELECT,OutRobot,0,0,0,0,0,1,0,0,0xAA,0,,,
yOutRobotTOOL2_SELECT,1,0,1,OutRobot,,TOOL2_SELECT,OutRobot,0,0,0,0,0,1,0,0,0xAB,0,,,
yOutRobotTOOL12_SELECT,1,0,1,OutRobot,,TOOL12_SELECT,OutRobot,0,0,0,0,0,1,0,0,0xAC,0,,,
yOutRobotSTAGE1_SELECT,1,0,1,OutRobot,,STAGE1_SELECT,OutRobot,0,0,0,0,0,1,0,0,0xAD,0,,,
yOutRobotSTAGE2_SELECT,1,0,1,OutRobot,,STAGE2_SELECT,OutRobot,0,0,0,0,0,1,0,0,0xAE,0,,,
yOutRobotSTAGE3_SELECT,1,0,1,OutRobot,,STAGE3_SELECT,OutRobot,0,0,0,0,0,1,0,0,0xAF,0,,,
yOutRobotSTAGE4_SELECT,1,0,1,OutRobot,,STAGE4_SELECT,OutRobot,0,0,0,0,0,1,0,0,0xB0,0,,,
yOutRobotT1_MCR_ACK,1,0,1,OutRobot,,T1_MCR_ACK,OutRobot,0,0,0,0,0,1,0,0,0xB1,0,,,
yOutRobotT2_MCR_ACK,1,0,1,OutRobot,,T2_MCR_ACK,OutRobot,0,0,0,0,0,1,0,0,0xB2,0,,,
yOutRobotSTG1_VAC_ON_ACK,1,0,1,OutRobot,,STG1_VAC_ON_ACK,OutRobot,0,0,0,0,0,1,0,0,0xB3,0,,,
yOutRobotSTG1_VAC_OFF_ACK,1,0,1,OutRobot,,STG1_VAC_OFF_ACK,OutRobot,0,0,0,0,0,1,0,0,0xB4,0,,,
yOutRobotSTG2_VAC_ON_ACK,1,0,1,OutRobot,,STG2_VAC_ON_ACK,OutRobot,0,0,0,0,0,1,0,0,0xB5,0,,,
yOutRobotSTG2_VAC_OFF_ACK,1,0,1,OutRobot,,STG2_VAC_OFF_ACK,OutRobot,0,0,0,0,0,1,0,0,0xB6,0,,,
yOutRobotSTG3_VAC_ON_ACK,1,0,1,OutRobot,,STG3_VAC_ON_ACK,OutRobot,0,0,0,0,0,1,0,0,0xB7,0,,,
yOutRobotSTG3_VAC_OFF_ACK,1,0,1,OutRobot,,STG3_VAC_OFF_ACK,OutRobot,0,0,0,0,0,1,0,0,0xB8,0,,,
yOutRobotSTG4_VAC_ON_ACK,1,0,1,OutRobot,,STG4_VAC_ON_ACK,OutRobot,0,0,0,0,0,1,0,0,0xB9,0,,,
yOutRobotSTG4_VAC_OFF_ACK,1,0,1,OutRobot,,STG4_VAC_OFF_ACK,OutRobot,0,0,0,0,0,1,0,0,0xBA,0,,,
yOutRobotSPARE_STG1_VAC_ON_ACK,1,0,1,OutRobot,,SPARE_STG1_VAC_ON_ACK,OutRobot,0,0,0,0,0,1,0,0,0xBB,0,,,
yOutRobotSPARE_STG1_VAC_OFF_ACK,1,0,1,OutRobot,,SPARE_STG1_VAC_OFF_ACK,OutRobot,0,0,0,0,0,1,0,0,0xBC,0,,,
yOutRobotSPARE_STG2_VAC_ON_ACK,1,0,1,OutRobot,,SPARE_STG2_VAC_ON_ACK,OutRobot,0,0,0,0,0,1,0,0,0xBD,0,,,
yOutRobotSPARE_STG2_VAC_OFF_ACK,1,0,1,OutRobot,,SPARE_STG2_VAC_OFF_ACK,OutRobot,0,0,0,0,0,1,0,0,0xBE,0,,,
yOutRobotSPARE_Y64,1,0,1,OutRobot,,SPARE_Y64,OutRobot,0,0,0,0,0,1,0,0,0xBF,0,,,
yOutRobotSPARE_Y65,1,0,1,OutRobot,,SPARE_Y65,OutRobot,0,0,0,0,0,1,0,0,0xC0,0,,,
yOutRobotP1_PERMIT,1,0,1,OutRobot,,P1_PERMIT,OutRobot,0,0,0,0,0,1,0,0,0xC1,0,,,
yOutRobotP1_VISION_USE,1,0,1,OutRobot,,P1_VISION_USE,OutRobot,0,0,0,0,0,1,0,0,0xC2,0,,,
yOutRobotSPARE_Y68,1,0,1,OutRobot,,SPARE_Y68,OutRobot,0,0,0,0,0,1,0,0,0xC3,0,,,
yOutRobotSPARE_Y69,1,0,1,OutRobot,,SPARE_Y69,OutRobot,0,0,0,0,0,1,0,0,0xC4,0,,,
yOutRobotSPARE_Y70,1,0,1,OutRobot,,SPARE_Y70,OutRobot,0,0,0,0,0,1,0,0,0xC5,0,,,
yOutRobotP2_PERMIT,1,0,1,OutRobot,,P2_PERMIT,OutRobot,0,0,0,0,0,1,0,0,0xC6,0,,,
yOutRobotP2_VISION_USE,1,0,1,OutRobot,,P2_VISION_USE,OutRobot,0,0,0,0,0,1,0,0,0xC7,0,,,
yOutRobotSPARE_Y73,1,0,1,OutRobot,,SPARE_Y73,OutRobot,0,0,0,0,0,1,0,0,0xC8,0,,,
yOutRobotSPARE_Y74,1,0,1,OutRobot,,SPARE_Y74,OutRobot,0,0,0,0,0,1,0,0,0xC9,0,,,
yOutRobotSPARE_Y75,1,0,1,OutRobot,,SPARE_Y75,OutRobot,0,0,0,0,0,1,0,0,0xCA,0,,,
yOutRobotP3_PERMIT,1,0,1,OutRobot,,P3_PERMIT,OutRobot,0,0,0,0,0,1,0,0,0xCB,0,,,
yOutRobotP3_VISION_USE,1,0,1,OutRobot,,P3_VISION_USE,OutRobot,0,0,0,0,0,1,0,0,0xCC,0,,,
yOutRobotSPARE_Y78,1,0,1,OutRobot,,SPARE_Y78,OutRobot,0,0,0,0,0,1,0,0,0xCD,0,,,
yOutRobotSPARE_Y79,1,0,1,OutRobot,,SPARE_Y79,OutRobot,0,0,0,0,0,1,0,0,0xCE,0,,,
yOutRobotSPARE_Y80,1,0,1,OutRobot,,SPARE_Y80,OutRobot,0,0,0,0,0,1,0,0,0xCF,0,,,
yOutRobotP4_PERMIT,1,0,1,OutRobot,,P4_PERMIT,OutRobot,0,0,0,0,0,1,0,0,0xD0,0,,,
yOutRobotP4_VISION_USE,1,0,1,OutRobot,,P4_VISION_USE,OutRobot,0,0,0,0,0,1,0,0,0xD1,0,,,
yOutRobotSPARE_Y83,1,0,1,OutRobot,,SPARE_Y83,OutRobot,0,0,0,0,0,1,0,0,0xD2,0,,,
yOutRobotSPARE_Y84,1,0,1,OutRobot,,SPARE_Y84,OutRobot,0,0,0,0,0,1,0,0,0xD3,0,,,
yOutRobotSPARE_Y85,1,0,1,OutRobot,,SPARE_Y85,OutRobot,0,0,0,0,0,1,0,0,0xD4,0,,,
yOutRobotP5_PERMIT,1,0,1,OutRobot,,P5_PERMIT,OutRobot,0,0,0,0,0,1,0,0,0xD5,0,,,
yOutRobotP5_VISION_USE,1,0,1,OutRobot,,P5_VISION_USE,OutRobot,0,0,0,0,0,1,0,0,0xD6,0,,,
yOutRobotSPARE_Y88,1,0,1,OutRobot,,SPARE_Y88,OutRobot,0,0,0,0,0,1,0,0,0xD7,0,,,
yOutRobotSPARE_Y89,1,0,1,OutRobot,,SPARE_Y89,OutRobot,0,0,0,0,0,1,0,0,0xD8,0,,,
yOutRobotSPARE_Y90,1,0,1,OutRobot,,SPARE_Y90,OutRobot,0,0,0,0,0,1,0,0,0xD9,0,,,
yOutRobotP6_PERMIT,1,0,1,OutRobot,,P6_PERMIT,OutRobot,0,0,0,0,0,1,0,0,0xDA,0,,,
yOutRobotP6_VISION_USE,1,0,1,OutRobot,,P6_VISION_USE,OutRobot,0,0,0,0,0,1,0,0,0xDB,0,,,
yOutRobotSPARE_Y93,1,0,1,OutRobot,,SPARE_Y93,OutRobot,0,0,0,0,0,1,0,0,0xDC,0,,,
yOutRobotSPARE_Y94,1,0,1,OutRobot,,SPARE_Y94,OutRobot,0,0,0,0,0,1,0,0,0xDD,0,,,
yOutRobotSPARE_Y95,1,0,1,OutRobot,,SPARE_Y95,OutRobot,0,0,0,0,0,1,0,0,0xDE,0,,,
yOutRobotP7_PERMIT,1,0,1,OutRobot,,P7_PERMIT,OutRobot,0,0,0,0,0,1,0,0,0xDF,0,,,
yOutRobotP7_VISION_USE,1,0,1,OutRobot,,P7_VISION_USE,OutRobot,0,0,0,0,0,1,0,0,0xE0,0,,,
yOutRobotSPARE_Y98,1,0,1,OutRobot,,SPARE_Y98,OutRobot,0,0,0,0,0,1,0,0,0xE1,0,,,
yOutRobotSPARE_Y99,1,0,1,OutRobot,,SPARE_Y99,OutRobot,0,0,0,0,0,1,0,0,0xE2,0,,,
yOutRobotSPARE_Y100,1,0,1,OutRobot,,SPARE_Y100,OutRobot,0,0,0,0,0,1,0,0,0xE3,0,,,
yOutRobotAUTO_CALIBRATION_START_REQ,1,0,1,OutRobot,,AUTO_CALIBRATION_START_REQ,OutRobot,0,0,0,0,0,1,0,0,0xE4,0,,,
yOutRobotAUTO_CALIBRATION_MOVE_REQ,1,0,1,OutRobot,,AUTO_CALIBRATION_MOVE_REQ,OutRobot,0,0,0,0,0,1,0,0,0xE5,0,,,
yOutRobotSPARE_Y103,1,0,1,OutRobot,,SPARE_Y103,OutRobot,0,0,0,0,0,1,0,0,0xE6,0,,,
yOutRobotSPARE_Y104,1,0,1,OutRobot,,SPARE_Y104,OutRobot,0,0,0,0,0,1,0,0,0xE7,0,,,
yOutRobotSPARE_Y105,1,0,1,OutRobot,,SPARE_Y105,OutRobot,0,0,0,0,0,1,0,0,0xE8,0,,,
yOutRobotSPARE_Y106,1,0,1,OutRobot,,SPARE_Y106,OutRobot,0,0,0,0,0,1,0,0,0xE9,0,,,
yOutRobotSPARE_Y107,1,0,1,OutRobot,,SPARE_Y107,OutRobot,0,0,0,0,0,1,0,0,0xEA,0,,,
yOutRobotSPARE_Y108,1,0,1,OutRobot,,SPARE_Y108,OutRobot,0,0,0,0,0,1,0,0,0xEB,0,,,
yOutRobotSPARE_Y109,1,0,1,OutRobot,,SPARE_Y109,OutRobot,0,0,0,0,0,1,0,0,0xEC,0,,,
yOutRobotSPARE_Y110,1,0,1,OutRobot,,SPARE_Y110,OutRobot,0,0,0,0,0,1,0,0,0xED,0,,,
yOutRobotSPARE_Y111,1,0,1,OutRobot,,SPARE_Y111,OutRobot,0,0,0,0,0,1,0,0,0xEE,0,,,
yOutRobotSPARE_Y112,1,0,1,OutRobot,,SPARE_Y112,OutRobot,0,0,0,0,0,1,0,0,0xEF,0,,,
yOutRobotSPARE_Y113,1,0,1,OutRobot,,SPARE_Y113,OutRobot,0,0,0,0,0,1,0,0,0xF0,0,,,
yOutRobotSPARE_Y114,1,0,1,OutRobot,,SPARE_Y114,OutRobot,0,0,0,0,0,1,0,0,0xF1,0,,,
yOutRobotSPARE_Y115,1,0,1,OutRobot,,SPARE_Y115,OutRobot,0,0,0,0,0,1,0,0,0xF2,0,,,
yOutRobotSPARE_Y116,1,0,1,OutRobot,,SPARE_Y116,OutRobot,0,0,0,0,0,1,0,0,0xF3,0,,,
yOutRobotSPARE_Y117,1,0,1,OutRobot,,SPARE_Y117,OutRobot,0,0,0,0,0,1,0,0,0xF4,0,,,
yOutRobotSPARE_Y118,1,0,1,OutRobot,,SPARE_Y118,OutRobot,0,0,0,0,0,1,0,0,0xF5,0,,,
yOutRobotSPARE_Y119,1,0,1,OutRobot,,SPARE_Y119,OutRobot,0,0,0,0,0,1,0,0,0xF6,0,,,
yOutRobotSPARE_Y120,1,0,1,OutRobot,,SPARE_Y120,OutRobot,0,0,0,0,0,1,0,0,0xF7,0,,,
yOutRobotSPARE_Y121,1,0,1,OutRobot,,SPARE_Y121,OutRobot,0,0,0,0,0,1,0,0,0xF8,0,,,
yOutRobotSPARE_Y122,1,0,1,OutRobot,,SPARE_Y122,OutRobot,0,0,0,0,0,1,0,0,0xF9,0,,,
yOutRobotSPARE_Y123,1,0,1,OutRobot,,SPARE_Y123,OutRobot,0,0,0,0,0,1,0,0,0xFA,0,,,
yOutRobotSPARE_Y124,1,0,1,OutRobot,,SPARE_Y124,OutRobot,0,0,0,0,0,1,0,0,0xFB,0,,,
yOutRobotSPARE_Y125,1,0,1,OutRobot,,SPARE_Y125,OutRobot,0,0,0,0,0,1,0,0,0xFC,0,,,
yOutRobotSPARE_Y126,1,0,1,OutRobot,,SPARE_Y126,OutRobot,0,0,0,0,0,1,0,0,0xFD,0,,,
yOutRobotSPARE_Y127,1,0,1,OutRobot,,SPARE_Y127,OutRobot,0,0,0,0,0,1,0,0,0xFE,0,,,
yOutRobotSPARE_Y128,1,0,1,OutRobot,,SPARE_Y128,OutRobot,0,0,0,0,0,1,0,0,0xFF,0,,,
xOutRobotWAIT_SIGNAL_NUM_U1_1,1,0,0,OutRobot,,WAIT_SIGNAL_NUM_U1_1,OutRobot,1,0,0,0,0,1,0,0,0x10,0,0,,
xOutRobotWAIT_SIGNAL_NUM_U1_2,1,0,0,OutRobot,,WAIT_SIGNAL_NUM_U1_2,OutRobot,1,0,0,0,0,1,0,0,0x10,0,1,,
xOutRobotWAIT_SIGNAL_NUM_U1_3,1,0,0,OutRobot,,WAIT_SIGNAL_NUM_U1_3,OutRobot,1,0,0,0,0,1,0,0,0x10,0,2,,
xOutRobotWAIT_SIGNAL_NUM_U1_4,1,0,0,OutRobot,,WAIT_SIGNAL_NUM_U1_4,OutRobot,1,0,0,0,0,1,0,0,0x10,0,3,,
xOutRobotWAIT_SIGNAL_NUM_U1_5,1,0,0,OutRobot,,WAIT_SIGNAL_NUM_U1_5,OutRobot,1,0,0,0,0,1,0,0,0x10,0,4,,
xOutRobotWAIT_SIGNAL_NUM_U1_6,1,0,0,OutRobot,,WAIT_SIGNAL_NUM_U1_6,OutRobot,1,0,0,0,0,1,0,0,0x10,0,5,,
xOutRobotWAIT_SIGNAL_NUM_U1_7,1,0,0,OutRobot,,WAIT_SIGNAL_NUM_U1_7,OutRobot,1,0,0,0,0,1,0,0,0x10,0,6,,
xOutRobotWAIT_SIGNAL_NUM_U1_8,1,0,0,OutRobot,,WAIT_SIGNAL_NUM_U1_8,OutRobot,1,0,0,0,0,1,0,0,0x10,0,7,,
xOutRobotWAIT_SIGNAL_NUM_U1_9,1,0,0,OutRobot,,WAIT_SIGNAL_NUM_U1_9,OutRobot,1,0,0,0,0,1,0,0,0x10,0,8,,
xOutRobotWAIT_SIGNAL_NUM_U1_10,1,0,0,OutRobot,,WAIT_SIGNAL_NUM_U1_10,OutRobot,1,0,0,0,0,1,0,0,0x10,0,9,,
xOutRobotWAIT_SIGNAL_NUM_U1_11,1,0,0,OutRobot,,WAIT_SIGNAL_NUM_U1_11,OutRobot,1,0,0,0,0,1,0,0,0x10,0,10,,
xOutRobotWAIT_SIGNAL_NUM_U1_12,1,0,0,OutRobot,,WAIT_SIGNAL_NUM_U1_12,OutRobot,1,0,0,0,0,1,0,0,0x10,0,11,,
xOutRobotWAIT_SIGNAL_NUM_U1_13,1,0,0,OutRobot,,WAIT_SIGNAL_NUM_U1_13,OutRobot,1,0,0,0,0,1,0,0,0x10,0,12,,
xOutRobotWAIT_SIGNAL_NUM_U1_14,1,0,0,OutRobot,,WAIT_SIGNAL_NUM_U1_14,OutRobot,1,0,0,0,0,1,0,0,0x10,0,13,,
xOutRobotWAIT_SIGNAL_NUM_U1_15,1,0,0,OutRobot,,WAIT_SIGNAL_NUM_U1_15,OutRobot,1,0,0,0,0,1,0,0,0x10,0,14,,
xOutRobotWAIT_SIGNAL_NUM_U1_16,1,0,0,OutRobot,,WAIT_SIGNAL_NUM_U1_16,OutRobot,1,0,0,0,0,1,0,0,0x10,0,15,,
xOutRobotCURRENT_POS_BITS_1,1,0,0,OutRobot,,CURRENT_POS_BITS_1,OutRobot,1,0,0,0,0,1,0,0,0x11,0,0,,
xOutRobotCURRENT_POS_BITS_2,1,0,0,OutRobot,,CURRENT_POS_BITS_2,OutRobot,1,0,0,0,0,1,0,0,0x11,0,1,,
xOutRobotCURRENT_POS_BITS_3,1,0,0,OutRobot,,CURRENT_POS_BITS_3,OutRobot,1,0,0,0,0,1,0,0,0x11,0,2,,
xOutRobotCURRENT_POS_BITS_4,1,0,0,OutRobot,,CURRENT_POS_BITS_4,OutRobot,1,0,0,0,0,1,0,0,0x11,0,3,,
xOutRobotCURRENT_POS_BITS_5,1,0,0,OutRobot,,CURRENT_POS_BITS_5,OutRobot,1,0,0,0,0,1,0,0,0x11,0,4,,
xOutRobotSPARE_WR0105,1,0,0,OutRobot,,SPARE_WR0105,OutRobot,1,0,0,0,0,1,0,0,0x11,0,5,,
xOutRobotSPARE_WR0106,1,0,0,OutRobot,,SPARE_WR0106,OutRobot,1,0,0,0,0,1,0,0,0x11,0,6,,
xOutRobotSPARE_WR0107,1,0,0,OutRobot,,SPARE_WR0107,OutRobot,1,0,0,0,0,1,0,0,0x11,0,7,,
xOutRobotCURRENT_RECIPE_BITS_1,1,0,0,OutRobot,,CURRENT_RECIPE_BITS_1,OutRobot,1,0,0,0,0,1,0,0,0x11,0,8,,
xOutRobotCURRENT_RECIPE_BITS_2,1,0,0,OutRobot,,CURRENT_RECIPE_BITS_2,OutRobot,1,0,0,0,0,1,0,0,0x11,0,9,,
xOutRobotCURRENT_RECIPE_BITS_3,1,0,0,OutRobot,,CURRENT_RECIPE_BITS_3,OutRobot,1,0,0,0,0,1,0,0,0x11,0,10,,
xOutRobotCURRENT_RECIPE_BITS_4,1,0,0,OutRobot,,CURRENT_RECIPE_BITS_4,OutRobot,1,0,0,0,0,1,0,0,0x11,0,11,,
xOutRobotCURRENT_RECIPE_BITS_5,1,0,0,OutRobot,,CURRENT_RECIPE_BITS_5,OutRobot,1,0,0,0,0,1,0,0,0x11,0,12,,
xOutRobotCURRENT_RECIPE_BITS_6,1,0,0,OutRobot,,CURRENT_RECIPE_BITS_6,OutRobot,1,0,0,0,0,1,0,0,0x11,0,13,,
xOutRobotSPARE_WR0114,1,0,0,OutRobot,,SPARE_WR0114,OutRobot,1,0,0,0,0,1,0,0,0x11,0,14,,
xOutRobotSPARE_WR0115,1,0,0,OutRobot,,SPARE_WR0115,OutRobot,1,0,0,0,0,1,0,0,0x11,0,15,,
xOutRobotMANUAL_ANSWER_BITS_1,1,0,0,OutRobot,,MANUAL_ANSWER_BITS_1,OutRobot,1,0,0,0,0,1,0,0,0x12,0,0,,
xOutRobotMANUAL_ANSWER_BITS_2,1,0,0,OutRobot,,MANUAL_ANSWER_BITS_2,OutRobot,1,0,0,0,0,1,0,0,0x12,0,1,,
xOutRobotMANUAL_ANSWER_BITS_3,1,0,0,OutRobot,,MANUAL_ANSWER_BITS_3,OutRobot,1,0,0,0,0,1,0,0,0x12,0,2,,
xOutRobotMANUAL_ANSWER_BITS_4,1,0,0,OutRobot,,MANUAL_ANSWER_BITS_4,OutRobot,1,0,0,0,0,1,0,0,0x12,0,3,,
xOutRobotMANUAL_ANSWER_BITS_5,1,0,0,OutRobot,,MANUAL_ANSWER_BITS_5,OutRobot,1,0,0,0,0,1,0,0,0x12,0,4,,
xOutRobotMANUAL_ANSWER_BITS_6,1,0,0,OutRobot,,MANUAL_ANSWER_BITS_6,OutRobot,1,0,0,0,0,1,0,0,0x12,0,5,,
xOutRobotMANUAL_ANSWER_BITS_7,1,0,0,OutRobot,,MANUAL_ANSWER_BITS_7,OutRobot,1,0,0,0,0,1,0,0,0x12,0,6,,
xOutRobotMANUAL_ANSWER_BITS_8,1,0,0,OutRobot,,MANUAL_ANSWER_BITS_8,OutRobot,1,0,0,0,0,1,0,0,0x12,0,7,,
xOutRobotMANUAL_ANSWER_BITS_9,1,0,0,OutRobot,,MANUAL_ANSWER_BITS_9,OutRobot,1,0,0,0,0,1,0,0,0x12,0,8,,
xOutRobotMANUAL_ANSWER_BITS_10,1,0,0,OutRobot,,MANUAL_ANSWER_BITS_10,OutRobot,1,0,0,0,0,1,0,0,0x12,0,9,,
xOutRobotMANUAL_ANSWER_BITS_11,1,0,0,OutRobot,,MANUAL_ANSWER_BITS_11,OutRobot,1,0,0,0,0,1,0,0,0x12,0,10,,
xOutRobotMANUAL_ANSWER_BITS_12,1,0,0,OutRobot,,MANUAL_ANSWER_BITS_12,OutRobot,1,0,0,0,0,1,0,0,0x12,0,11,,
xOutRobotMANUAL_ANSWER_BITS_13,1,0,0,OutRobot,,MANUAL_ANSWER_BITS_13,OutRobot,1,0,0,0,0,1,0,0,0x12,0,12,,
xOutRobotMANUAL_ANSWER_BITS_14,1,0,0,OutRobot,,MANUAL_ANSWER_BITS_14,OutRobot,1,0,0,0,0,1,0,0,0x12,0,13,,
xOutRobotMANUAL_ANSWER_BITS_15,1,0,0,OutRobot,,MANUAL_ANSWER_BITS_15,OutRobot,1,0,0,0,0,1,0,0,0x12,0,14,,
xOutRobotMANUAL_ANSWER_BITS_16,1,0,0,OutRobot,,MANUAL_ANSWER_BITS_16,OutRobot,1,0,0,0,0,1,0,0,0x12,0,15,,
xOutRobotAUTO_CALIBRATION_ACK_1,1,0,0,OutRobot,,AUTO_CALIBRATION_ACK_1,OutRobot,1,0,0,0,0,1,0,0,0x13,0,0,,
xOutRobotAUTO_CALIBRATION_ACK_2,1,0,0,OutRobot,,AUTO_CALIBRATION_ACK_2,OutRobot,1,0,0,0,0,1,0,0,0x13,0,1,,
xOutRobotAUTO_CALIBRATION_ACK_3,1,0,0,OutRobot,,AUTO_CALIBRATION_ACK_3,OutRobot,1,0,0,0,0,1,0,0,0x13,0,2,,
xOutRobotAUTO_CALIBRATION_ACK_4,1,0,0,OutRobot,,AUTO_CALIBRATION_ACK_4,OutRobot,1,0,0,0,0,1,0,0,0x13,0,3,,
xOutRobotINTERFERENCE_REGION1_LEAVE,1,0,0,OutRobot,,INTERFERENCE_REGION1_LEAVE,OutRobot,1,0,0,0,0,1,0,0,0x13,0,4,,
xOutRobotINTERFERENCE_REGION2_LEAVE,1,0,0,OutRobot,,INTERFERENCE_REGION2_LEAVE,OutRobot,1,0,0,0,0,1,0,0,0x13,0,5,,
xOutRobotINTERFERENCE_REGION3_LEAVE,1,0,0,OutRobot,,INTERFERENCE_REGION3_LEAVE,OutRobot,1,0,0,0,0,1,0,0,0x13,0,6,,
xOutRobotU5_RUNNING,1,0,0,OutRobot,,U5_RUNNING,OutRobot,1,0,0,0,0,1,0,0,0x13,0,7,,
xOutRobotU5_RECEIVE_ACK,1,0,0,OutRobot,,U5_RECEIVE_ACK,OutRobot,1,0,0,0,0,1,0,0,0x13,0,8,,
xOutRobotU5_SEND_ACK,1,0,0,OutRobot,,U5_SEND_ACK,OutRobot,1,0,0,0,0,1,0,0,0x13,0,9,,
xOutRobotU4_RUNNING,1,0,0,OutRobot,,U4_RUNNING,OutRobot,1,0,0,0,0,1,0,0,0x13,0,10,,
xOutRobotU4_RECEIVE_ACK,1,0,0,OutRobot,,U4_RECEIVE_ACK,OutRobot,1,0,0,0,0,1,0,0,0x13,0,11,,
xOutRobotU4_SEND_ACK,1,0,0,OutRobot,,U4_SEND_ACK,OutRobot,1,0,0,0,0,1,0,0,0x13,0,12,,
xOutRobotPROCESS_SKIP_ACK,1,0,0,OutRobot,,PROCESS_SKIP_ACK,OutRobot,1,0,0,0,0,1,0,0,0x13,0,13,,
xOutRobotPROCESS_EXIT_ACK,1,0,0,OutRobot,,PROCESS_EXIT_ACK,OutRobot,1,0,0,0,0,1,0,0,0x13,0,14,,
xOutRobotPROCESS_ERROR_ACK,1,0,0,OutRobot,,PROCESS_ERROR_ACK,OutRobot,1,0,0,0,0,1,0,0,0x13,0,15,,
xOutRobotERROR_CODE_BITS_1,1,0,0,OutRobot,,ERROR_CODE_BITS_1,OutRobot,1,0,0,0,0,1,0,0,0x14,0,0,,
xOutRobotERROR_CODE_BITS_2,1,0,0,OutRobot,,ERROR_CODE_BITS_2,OutRobot,1,0,0,0,0,1,0,0,0x14,0,1,,
xOutRobotERROR_CODE_BITS_3,1,0,0,OutRobot,,ERROR_CODE_BITS_3,OutRobot,1,0,0,0,0,1,0,0,0x14,0,2,,
xOutRobotERROR_CODE_BITS_4,1,0,0,OutRobot,,ERROR_CODE_BITS_4,OutRobot,1,0,0,0,0,1,0,0,0x14,0,3,,
xOutRobotERROR_CODE_BITS_5,1,0,0,OutRobot,,ERROR_CODE_BITS_5,OutRobot,1,0,0,0,0,1,0,0,0x14,0,4,,
xOutRobotERROR_CODE_BITS_6,1,0,0,OutRobot,,ERROR_CODE_BITS_6,OutRobot,1,0,0,0,0,1,0,0,0x14,0,5,,
xOutRobotERROR_CODE_BITS_7,1,0,0,OutRobot,,ERROR_CODE_BITS_7,OutRobot,1,0,0,0,0,1,0,0,0x14,0,6,,
